Partition;RecId;DefaultDimension;Seconds;TermRegStartRecID;TermRegStopRecID;Worker;WorkerPilot;AbsencePayQty;ActOprID;BreakTime;BreakTolerance;CorrStartDate;CorrStartTime;CorrStopDate;CorrStopTime;CostAbsence;CostBreak;CostFactor;CostFlexAdd;CostFlexSub;CostNormTime;CostOverTime;CostPayAdd;CostPayAddManual;ErrorCause;HourPrice;JobFinished;JobId;JobIDAbs;JobPayType;JobRef;JobRefType;JobType;JourRegType;Module;OnCallActivity;OprNum;PieceRatePayCostTypeMin;PieceRatePayMinRate;PieceRatePayRate;ProfileDate;ProjCategory;ProjEmplTransId;QtyError;QtyGood;QtyStartup;RouteJobType;SecondsOnReg;SecondsOnTrans;StampType;StampTypeSpec;StartDate;StartTime;StopDate;StopTime;SysErrorSpecification;SysQtyError;SysQtyGood;SysQtyStartup;TermStart;TermStop;TransId;Voucher;WorkflowStatus;WrkCtrId;WrkCtrIdPilot;dataAreaId;recVersion;
5.637.144.576;5.638.392.209;5.637.152.084;3082;5.638.493.739;5.638.493.740;5.637.144.586;0;0,00;405;0;0;21-02-2018;00:22:47;21-02-2018;02:05:33;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309149;;Timepris;524435;Proces;Forkalkulation;Proces;Produktion;;40;;0,00;0,00;20-02-2018;;;;50,00;0,00;Proces;15;6.166;Job;Arbejdstid;21-02-2018;00:22:47;21-02-2018;00:23:02;;0,00;50,00;0,00;DOLLE-RDSH2;DOLLE-RDSH2;11;;;1404;;dol;1;
5.637.144.576;5.638.397.522;5.637.149.835;4778;5.638.499.015;5.638.499.034;5.637.145.365;0;0,00;405;0;0;26-02-2018;09:30:12;26-02-2018;10:49:50;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309161;;Timepris;524437;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;26-02-2018;;;;96,00;0,00;Proces;4.778;4.778;Job;Arbejdstid;26-02-2018;09:30:12;26-02-2018;10:49:50;;0,00;96,00;0,00;DOLLE-RDSH2;DOLLE-RDSH2;3;;;1404;;dol;1;
5.637.144.576;5.638.398.731;5.637.149.835;11;5.638.502.310;5.638.502.312;5.637.145.365;0;0,00;405;0;0;27-02-2018;14:43:44;27-02-2018;14:43:55;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309172;;Timepris;524438;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;27-02-2018;;;;;0,00;Proces;11;11;Job;Arbejdstid;27-02-2018;14:43:44;27-02-2018;14:43:55;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;11;;;1404;;dol;1;
5.637.144.576;5.638.398.734;5.637.149.835;2734;5.638.502.316;5.638.502.354;5.637.145.365;0;0,00;405;0;0;27-02-2018;14:44:26;27-02-2018;15:30:00;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309172;;Timepris;524438;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;27-02-2018;;;;;0,00;Proces;3.583;2.734;Job;Arbejdstid;27-02-2018;14:44:26;27-02-2018;15:44:09;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;14;;;1404;;dol;1;
5.637.144.576;5.638.397.873;5.637.149.835;1534;5.638.502.380;5.638.502.381;5.637.144.586;0;0,00;405;0;0;27-02-2018;16:39:16;27-02-2018;17:09:59;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309172;;Timepris;524438;Proces;Forkalkulation;Proces;Produktion;;40;;0,00;0,00;27-02-2018;;;;35,00;0,00;Proces;7;1.843;Job;Arbejdstid;27-02-2018;16:39:16;27-02-2018;16:39:23;;0,00;35,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;3;;;1404;;dol;1;
5.637.144.576;5.638.397.872;5.637.149.835;4775;5.638.502.348;5.638.502.378;5.637.144.586;0;0,00;405;0;0;27-02-2018;15:19:41;27-02-2018;16:39:16;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309172;;Timepris;524438;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;27-02-2018;;;;61,00;0,00;Proces;4.775;4.775;Job;Arbejdstid;27-02-2018;15:19:41;27-02-2018;16:39:16;;0,00;61,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;2;;;1404;;dol;1;
5.637.144.576;5.638.400.426;5.637.149.835;4871;5.638.502.789;5.638.502.812;5.637.145.365;0;0,00;405;0;0;01-03-2018;07:06:55;01-03-2018;08:28:06;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309185;;Timepris;524439;Proces;Normal;Proces;Produktion;;50;;0,00;0,00;01-03-2018;;;;;0,00;Proces;4.871;4.871;Job;Arbejdstid;01-03-2018;07:06:55;01-03-2018;08:28:06;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;2;;;1404;;dol;1;
5.637.144.576;5.638.400.428;5.637.149.835;6;5.638.502.816;5.638.502.817;5.637.145.365;0;0,00;405;0;0;01-03-2018;08:28:11;01-03-2018;08:28:17;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309185;;Timepris;524439;Proces;Normal;Proces;Produktion;;50;;0,00;0,00;01-03-2018;;;;56,00;0,00;Proces;6;6;Job;Arbejdstid;01-03-2018;08:28:11;01-03-2018;08:28:17;;0,00;56,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;4;;;1404;;dol;1;
5.637.144.576;5.638.390.121;5.637.149.835;4754;5.638.495.793;5.638.495.794;5.637.145.376;5.637.149.827;0,00;405;0;0;19-02-2018;15:31:46;19-02-2018;16:51:00;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309190;;Timepris;524440;Proces;Normal;Proces;Produktion;;10;;0,00;0,00;19-02-2018;;;;;0,00;Proces;4.754;4.754;Job;Arbejdstid;19-02-2018;15:31:46;19-02-2018;16:51:00;;0,00;0,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;4;;;1405;;dol;1;
5.637.144.576;5.638.390.325;5.637.149.835;4818;5.638.495.752;5.638.495.798;5.637.149.827;0;0,00;405;0;0;19-02-2018;15:31:20;19-02-2018;16:51:38;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309190;;Timepris;524440;Proces;Normal;Proces;Produktion;;10;;0,00;0,00;19-02-2018;;;;48,00;0,00;Proces;4.818;4.818;Job;Arbejdstid;19-02-2018;15:31:20;19-02-2018;16:51:38;;0,00;48,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;3;;;1405;;dol;1;
5.637.144.576;5.638.390.125;5.637.149.835;16;5.638.495.799;5.638.495.800;5.637.145.376;5.637.149.827;0,00;405;0;0;19-02-2018;16:51:22;19-02-2018;16:51:38;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309190;;Timepris;524440;Proces;Normal;Proces;Produktion;;10;;0,00;0,00;19-02-2018;;;;;0,00;Proces;16;16;Job;Arbejdstid;19-02-2018;16:51:22;19-02-2018;16:51:38;;0,00;0,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;8;;;1405;;dol;1;
5.637.144.576;5.638.389.500;5.637.149.832;982;5.638.494.055;5.638.494.058;5.637.163.326;0;0,00;405;0;0;16-02-2018;13:19:19;16-02-2018;13:35:41;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309225;;Timepris;524448;Proces;Normal;Proces;Produktion;;30;;0,00;0,00;16-02-2018;;;;23,00;0,00;Proces;982;982;Job;Arbejdstid;16-02-2018;13:19:19;16-02-2018;13:35:41;;0,00;23,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;8;;;1405;;dol;1;
5.637.144.576;5.638.391.319;5.637.149.832;1216;5.638.495.417;5.638.495.440;5.637.144.583;0;0,00;405;0;0;19-02-2018;08:54:07;19-02-2018;09:34:23;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309225;;Timepris;524448;Proces;Normal;Proces;Produktion;;30;;0,00;0,00;19-02-2018;;;;55,00;0,00;Proces;1.216;1.216;Job;Arbejdstid;19-02-2018;08:54:07;19-02-2018;09:34:23;;0,00;55,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;5;;;1405;;dol;1;
5.637.144.576;5.638.391.495;5.637.149.832;3704;5.638.495.397;5.638.494.691;5.637.145.370;0;0,00;405;0;0;19-02-2018;07:58:07;19-02-2018;08:59:51;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309225;;Timepris;524448;Proces;Normal;Proces;Produktion;;30;;0,00;0,00;19-02-2018;;;;;0,00;Proces;3.704;3.704;Job;Arbejdstid;19-02-2018;07:58:07;19-02-2018;08:59:51;;0,00;0,00;0,00;DOLLE-RDSH1;DOLLE-RDSH3;5;;;1405;;dol;1;
5.637.144.576;5.638.391.317;5.637.149.832;1344;5.638.495.365;5.638.495.384;5.637.144.583;0;0,00;405;0;0;19-02-2018;07:12:31;19-02-2018;07:34:55;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309225;;Timepris;524448;Proces;Normal;Proces;Produktion;;30;;0,00;0,00;19-02-2018;;;;;0,00;Proces;1.344;1.344;Job;Arbejdstid;19-02-2018;07:12:31;19-02-2018;07:34:55;;0,00;0,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;3;;;1405;;dol;1;
5.637.144.576;5.638.405.602;5.637.149.835;6586;5.638.510.334;5.638.510.381;5.637.145.370;0;0,00;405;0;0;07-03-2018;10:02:29;07-03-2018;11:52:15;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309327;;Timepris;524469;Proces;Normal;Proces;Produktion;;30;;0,00;0,00;07-03-2018;;;;80,00;0,00;Proces;6.586;6.586;Job;Arbejdstid;07-03-2018;10:02:29;07-03-2018;11:52:15;;0,00;80,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;3;;;1405;;dol;1;
5.637.144.576;5.638.397.974;5.637.149.835;5035;5.638.503.590;5.638.503.602;5.637.149.827;0;0,00;405;0;0;27-02-2018;17:44:32;27-02-2018;19:33:27;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309340;;Timepris;524470;Proces;Normal;Proces;Produktion;;30;;0,00;0,00;27-02-2018;;;;48,00;0,00;Proces;5.035;5.035;Job;Arbejdstid;27-02-2018;17:44:32;27-02-2018;19:33:27;;0,00;48,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;4;;;1405;;dol;1;
5.637.144.576;5.638.402.702;5.637.149.835;6544;5.638.507.493;5.638.507.577;5.637.144.583;0;0,00;405;0;0;05-03-2018;09:28:28;05-03-2018;11:17:32;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309355;;Timepris;524471;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;05-03-2018;;;;70,00;0,00;Proces;6.544;6.544;Job;Arbejdstid;05-03-2018;09:28:28;05-03-2018;11:17:32;;0,00;70,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;7;;;1405;;dol;1;
5.637.144.576;5.638.400.430;5.637.149.835;2951;5.638.502.819;5.638.505.083;5.637.145.365;0;0,00;405;0;0;01-03-2018;08:28:36;01-03-2018;09:37:47;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309370;;Timepris;524472;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;01-03-2018;;;;;0,00;Proces;2.951;2.951;Job;Arbejdstid;01-03-2018;08:28:36;01-03-2018;09:37:47;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;5;;;1404;;dol;1;
5.637.144.576;5.638.400.431;5.637.149.835;422;5.638.505.084;5.638.505.086;5.637.145.365;0;0,00;405;0;0;01-03-2018;09:37:47;01-03-2018;09:45:45;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309370;;Timepris;524472;Proces;Forkalkulation;Proces;Produktion;;40;;0,00;0,00;01-03-2018;;;;64,00;0,00;Proces;10;478;Job;Arbejdstid;01-03-2018;09:37:47;01-03-2018;09:37:57;;0,00;64,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;6;;;1404;;dol;1;
5.637.144.576;5.638.400.427;5.637.149.835;5;5.638.502.813;5.638.502.815;5.637.145.365;0;0,00;405;0;0;01-03-2018;08:28:06;01-03-2018;08:28:11;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309370;;Timepris;524472;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;01-03-2018;;;;;0,00;Proces;5;5;Job;Arbejdstid;01-03-2018;08:28:06;01-03-2018;08:28:11;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;3;;;1404;;dol;1;
5.637.144.576;5.638.389.362;5.637.152.084;2809;5.638.493.197;5.638.493.202;5.637.145.365;0;0,00;405;0;0;16-02-2018;12:55:49;16-02-2018;13:42:38;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309488;;Timepris;524507;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;16-02-2018;;;;51,00;0,00;Proces;2.809;2.809;Job;Arbejdstid;16-02-2018;12:55:49;16-02-2018;13:42:38;;0,00;51,00;0,00;DOLLE-RDSH2;DOLLE-RDSH2;6;;;1404;;dol;1;
5.637.144.576;5.638.391.808;5.637.152.084;8863;5.638.493.227;5.638.493.274;5.637.145.365;0;0,00;405;0;0;19-02-2018;07:00:00;19-02-2018;09:47:43;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309488;;Timepris;524507;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;19-02-2018;;;;141,00;0,00;Proces;8.863;8.863;Job;Arbejdstid;19-02-2018;07:00:00;19-02-2018;09:47:43;;0,00;141,00;0,00;DOLLE-RDSH2;DOLLE-RDSH2;2;;;1404;;dol;1;
5.637.144.576;5.638.397.523;5.637.152.084;11219;5.638.499.035;5.638.499.063;5.637.145.365;0;0,00;405;0;0;26-02-2018;10:49:50;26-02-2018;14:21:49;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309499;;Timepris;524508;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;26-02-2018;;;;192,00;0,00;Proces;11.219;11.219;Job;Arbejdstid;26-02-2018;10:49:50;26-02-2018;14:21:49;;0,00;192,00;0,00;DOLLE-RDSH2;DOLLE-RDSH2;4;;;1404;;dol;1;
5.637.144.576;5.638.395.622;5.637.152.084;8212;5.638.498.871;5.638.500.141;5.637.145.365;0;0,00;405;0;0;23-02-2018;08:10:40;23-02-2018;10:47:32;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309510;;Timepris;524509;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;23-02-2018;;;;123,00;0,00;Proces;8.212;8.212;Job;Arbejdstid;23-02-2018;08:10:40;23-02-2018;10:47:32;;0,00;123,00;0,00;DOLLE-RDSH1;DOLLE-RDSH2;3;;;1404;;dol;1;
5.637.144.576;5.638.397.521;5.637.152.084;7812;5.638.498.983;5.638.499.014;5.637.145.365;0;0,00;405;0;0;26-02-2018;07:00:00;26-02-2018;09:30:12;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309510;;Timepris;524509;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;26-02-2018;;;;125,00;0,00;Proces;7.813;7.812;Job;Arbejdstid;26-02-2018;06:59:59;26-02-2018;09:30:12;;0,00;125,00;0,00;DOLLE-RDSH2;DOLLE-RDSH2;2;;;1404;;dol;1;
5.637.144.576;5.638.400.450;5.637.149.835;6032;5.638.504.406;5.638.504.503;5.637.145.370;0;0,00;405;0;0;01-03-2018;10:13:23;01-03-2018;11:53:55;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309569;;Timepris;524547;Proces;Normal;Proces;Produktion;;30;;0,00;0,00;01-03-2018;;;;48,00;0,00;Proces;6.032;6.032;Job;Arbejdstid;01-03-2018;10:13:23;01-03-2018;11:53:55;;0,00;48,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;3;;;1405;;dol;1;
5.637.144.576;5.638.403.783;5.637.149.835;221;5.638.508.216;5.638.508.219;5.637.144.583;0;0,00;405;0;0;06-03-2018;09:24:58;06-03-2018;09:28:39;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309585;;Timepris;524548;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;06-03-2018;;;;;0,00;Proces;221;221;Job;Arbejdstid;06-03-2018;09:24:58;06-03-2018;09:28:39;;0,00;0,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;5;;;1405;;dol;1;
5.637.144.576;5.638.403.781;5.637.149.835;436;5.638.508.193;5.638.508.207;5.637.144.583;0;0,00;405;0;0;06-03-2018;08:30:07;06-03-2018;08:43:07;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309585;;Timepris;524548;Proces;Forkalkulation;Proces;Produktion;;40;;0,00;0,00;06-03-2018;;;;;0,00;Proces;780;780;Job;Arbejdstid;06-03-2018;08:30:07;06-03-2018;08:43:07;;0,00;0,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;3;;;1405;;dol;1;
5.637.144.576;5.638.403.785;5.637.149.835;3339;5.638.508.256;5.638.508.276;5.637.144.583;0;0,00;405;0;0;06-03-2018;11:23:29;06-03-2018;12:44:08;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309585;;Timepris;524548;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;06-03-2018;;;;48,00;0,00;Proces;3.339;3.339;Job;Arbejdstid;06-03-2018;11:23:29;06-03-2018;12:44:08;;0,00;48,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;7;;;1405;;dol;1;
5.637.144.576;5.638.399.773;5.637.149.835;5455;5.638.502.672;5.638.502.702;5.637.144.586;0;0,00;405;0;0;28-02-2018;17:46:48;28-02-2018;19:58:12;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309600;;Timepris;524549;Proces;Forkalkulation;Proces;Produktion;;40;;0,00;0,00;28-02-2018;;;;96,00;0,00;Proces;6.384;6.384;Job;Arbejdstid;28-02-2018;17:46:48;28-02-2018;19:58:12;;0,00;96,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;4;;;1404;;dol;1;
5.637.144.576;5.638.396.183;5.637.149.835;1009;5.638.501.687;5.638.501.688;5.637.145.375;5.637.149.827;0,00;405;0;0;26-02-2018;19:44:08;26-02-2018;20:00:57;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309618;;Timepris;524551;Proces;Normal;Proces;Produktion;;10;;0,00;0,00;26-02-2018;;;;;0,00;Proces;1.009;1.009;Job;Arbejdstid;26-02-2018;19:44:08;26-02-2018;20:00:57;;0,00;0,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;14;;;1405;;dol;1;
5.637.144.576;5.638.397.679;5.637.149.835;1028;5.638.501.652;5.638.501.686;5.637.149.827;0;0,00;405;0;0;26-02-2018;19:43:49;26-02-2018;20:00:57;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309618;;Timepris;524551;Proces;Normal;Proces;Produktion;;10;;0,00;0,00;26-02-2018;;;4,00;16,00;0,00;Proces;1.028;1.028;Job;Arbejdstid;26-02-2018;19:43:49;26-02-2018;20:00:57;"1;4.0000000000;0.0000000000#";4,00;16,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;10;;;1405;;dol;1;
5.637.144.576;5.638.397.677;5.637.149.835;6276;5.638.501.632;5.638.501.640;5.637.149.827;0;0,00;405;0;0;26-02-2018;16:57:04;26-02-2018;19:06:40;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309618;;Timepris;524551;Proces;Normal;Proces;Produktion;;10;;0,00;0,00;26-02-2018;;;;80,00;0,00;Proces;6.276;6.276;Job;Arbejdstid;26-02-2018;16:57:04;26-02-2018;19:06:40;;0,00;80,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;8;;;1405;;dol;1;
5.637.144.576;5.638.396.178;5.637.149.835;6276;5.638.501.641;5.638.501.642;5.637.145.375;5.637.149.827;0,00;405;0;0;26-02-2018;16:57:04;26-02-2018;19:06:40;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309618;;Timepris;524551;Proces;Normal;Proces;Produktion;;10;;0,00;0,00;26-02-2018;;;;;0,00;Proces;6.276;6.276;Job;Arbejdstid;26-02-2018;16:57:04;26-02-2018;19:06:40;;0,00;0,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;9;;;1405;;dol;1;
5.637.144.576;5.638.397.680;5.637.149.835;8320;5.638.501.689;5.638.501.732;5.637.149.827;0;0,00;405;0;0;26-02-2018;20:00:57;26-02-2018;22:39:37;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309621;;Timepris;524552;Proces;Normal;Proces;Produktion;;10;;0,00;0,00;26-02-2018;;;1,00;96,00;0,00;Proces;8.320;8.320;Job;Arbejdstid;26-02-2018;20:00:57;26-02-2018;22:39:37;"2;1.0000000000;0.0000000000#";1,00;96,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;11;;;1405;;dol;1;
5.637.144.576;5.638.396.184;5.637.149.835;8320;5.638.501.733;5.638.501.734;5.637.145.375;5.637.149.827;0,00;405;0;0;26-02-2018;20:00:57;26-02-2018;22:39:37;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309621;;Timepris;524552;Proces;Normal;Proces;Produktion;;10;;0,00;0,00;26-02-2018;;;;;0,00;Proces;8.320;8.320;Job;Arbejdstid;26-02-2018;20:00:57;26-02-2018;22:39:37;;0,00;0,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;15;;;1405;;dol;1;
5.637.144.576;5.638.413.752;5.637.153.593;6890;5.638.518.990;5.638.519.031;5.637.145.370;0;0,00;405;0;0;16-03-2018;13:05:30;16-03-2018;15:00:20;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;315059;;Timepris;524564;Proces;Normal;Proces;Produktion;;60;;0,00;0,00;16-03-2018;;;;80,00;0,00;Proces;6.890;6.890;Job;Arbejdstid;16-03-2018;13:05:30;16-03-2018;15:00:20;;0,00;80,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;5;;;1405;;dol;1;
5.637.144.576;5.638.413.749;5.637.153.593;14658;5.638.518.929;5.638.518.977;5.637.145.370;0;0,00;405;0;0;16-03-2018;07:08:36;16-03-2018;11:57:54;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309692;;Timepris;524566;Proces;Normal;Proces;Produktion;;10;;0,00;0,00;16-03-2018;;;;160,00;0,00;Proces;14.658;14.658;Job;Arbejdstid;16-03-2018;07:08:36;16-03-2018;11:57:54;;0,00;160,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;3;;;1405;;dol;1;
5.637.144.576;5.638.404.514;5.637.329.827;4019;5.638.510.604;5.638.510.658;5.637.145.376;0;0,00;405;0;0;07-03-2018;17:21:43;07-03-2018;18:28:42;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309717;;Timepris;524584;Proces;Normal;Proces;Produktion;;10;;0,00;0,00;07-03-2018;;;;48,00;0,00;Proces;4.019;4.019;Job;Arbejdstid;07-03-2018;17:21:43;07-03-2018;18:28:42;;0,00;48,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;3;;;1405;;dol;1;
5.637.144.576;5.638.404.738;5.637.329.827;4019;5.638.510.659;5.638.510.660;5.637.145.375;5.637.145.376;0,00;405;0;0;07-03-2018;17:21:43;07-03-2018;18:28:42;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309717;;Timepris;524584;Proces;Normal;Proces;Produktion;;10;;0,00;0,00;07-03-2018;;;;;0,00;Proces;4.019;4.019;Job;Arbejdstid;07-03-2018;17:21:43;07-03-2018;18:28:42;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;4;;;1405;;dol;1;
5.637.144.576;5.638.404.746;5.637.329.827;2;5.638.510.906;5.638.510.907;5.637.145.375;5.637.145.376;0,00;405;0;0;08-03-2018;00:48:16;08-03-2018;00:48:33;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309717;;Timepris;524584;Proces;Forkalkulation;Proces;Produktion;;10;;0,00;0,00;07-03-2018;;;;;0,00;Proces;17;17;Job;Arbejdstid;08-03-2018;00:48:16;08-03-2018;00:48:33;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;10;;;1405;;dol;1;
5.637.144.576;5.638.404.522;5.637.329.827;2;5.638.510.898;5.638.510.905;5.637.145.376;0;0,00;405;0;0;08-03-2018;00:48:16;08-03-2018;00:48:33;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;309717;;Timepris;524584;Proces;Forkalkulation;Proces;Produktion;;10;;0,00;0,00;07-03-2018;;;;;0,00;Proces;17;17;Job;Arbejdstid;08-03-2018;00:48:16;08-03-2018;00:48:33;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;9;;;1405;;dol;1;
5.637.144.576;5.638.400.891;5.637.329.827;2320;5.638.506.218;5.638.506.260;5.637.145.370;0;0,00;405;0;0;02-03-2018;11:28:57;02-03-2018;12:32:37;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309726;;Timepris;524585;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;02-03-2018;;;;49,00;0,00;Proces;2.320;2.320;Job;Arbejdstid;02-03-2018;11:28:57;02-03-2018;12:32:37;;0,00;49,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;6;;;1405;;dol;1;
5.637.144.576;5.638.400.892;5.637.329.827;2789;5.638.506.261;5.638.506.299;5.637.145.370;0;0,00;405;0;0;02-03-2018;12:32:37;02-03-2018;13:19:06;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309728;;Timepris;524585;Proces;Normal;Proces;Produktion;;50;;0,00;0,00;02-03-2018;;;;30,00;0,00;Proces;2.789;2.789;Job;Arbejdstid;02-03-2018;12:32:37;02-03-2018;13:19:06;;0,00;30,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;7;;;1405;;dol;1;
5.637.144.576;5.638.402.453;5.637.329.827;1135;5.638.507.909;5.638.507.910;5.637.145.375;5.637.145.376;0,00;405;0;0;05-03-2018;19:27:04;05-03-2018;20:19:50;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;309722;;Timepris;524585;Proces;Forkalkulation;Proces;Produktion;;20;;0,00;0,00;05-03-2018;;;;;0,00;Proces;33;3.166;Job;Arbejdstid;05-03-2018;19:27:04;05-03-2018;19:27:37;;0,00;0,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;7;;;1405;;dol;1;
